# merged; npoints=32363523859 degenerate=7740416 ambig=0
k,ff1,ff2,ff3,ff4,ff5,ff6,ff7,ff8,ff9,ff10,ff11,ff12,ff13,ff14,ff15,ff16,none
2286,5613169,2016496,680397,224519,71981,23189,7212,2379,749,228,81,13,5,1,0,0,0
2287,5610315,2014788,680216,224383,72066,23204,7180,2387,740,235,87,18,8,1,0,0,0
2288,5607719,2013863,679684,224182,71927,23135,7175,2373,759,241,83,16,8,2,0,0,0
2289,5605098,2012619,679377,224099,71885,22984,7148,2380,750,227,84,15,6,1,0,0,0
2290,5600740,2011797,679408,224251,71933,23139,7157,2353,749,233,85,17,8,2,0,0,0
2291,5598081,2010862,679077,224013,71901,23043,7098,2345,743,231,85,15,5,1,0,0,0
2292,5594895,2009616,678806,223931,71901,23113,7152,2393,748,232,84,17,7,1,0,0,0
2293,5591342,2008509,678544,223931,72025,23160,7118,2363,748,236,83,15,8,2,0,0,0
2294,5588869,2008195,677958,223433,71708,23111,7120,2376,743,222,82,14,6,1,0,0,0
2295,5586272,2006635,677563,223401,71706,23045,7089,2339,716,225,78,12,5,1,0,0,0
2296,5582425,2005760,677157,223562,71780,23127,7119,2363,737,246,88,18,8,2,0,0,0
2297,5579065,2005165,677109,223503,71698,22995,7101,2343,747,239,86,17,8,1,0,0,0
2298,5575392,2004068,676949,223327,71853,23103,7125,2347,745,231,82,15,8,2,0,0,0
2299,5572630,2002613,676733,223352,71759,23064,7130,2358,745,239,84,19,8,1,0,0,0
2300,5569389,2001455,676520,223262,71809,23102,7192,2376,752,244,91,17,6,1,0,0,0
2301,5566222,2000759,675966,223100,71721,23075,7107,2337,744,234,84,18,7,2,0,0,0
2302,5563793,1999183,675851,223000,71732,23054,7079,2325,730,225,85,16,6,1,0,0,0
2303,5560523,1998977,674932,222759,71650,22999,7132,2328,709,218,75,15,6,1,0,0,0
2304,5557458,1997144,675027,222629,71811,23068,7088,2353,731,226,80,15,7,2,0,0,0
2305,5553830,1996704,674515,222849,71718,23053,7144,2376,751,223,77,13,5,1,0,0,0
2306,5551261,1995166,674029,222757,71702,23011,7080,2331,730,226,80,16,10,2,0,0,0
2307,5546999,1994899,674479,222590,71523,22983,7102,2356,730,228,78,15,7,1,0,0,0
2308,5544367,1993910,673581,222394,71524,23037,7104,2343,722,231,80,14,7,1,0,0,0
2309,5540696,1993068,673662,222379,71409,22869,7061,2330,746,228,80,15,6,2,0,0,0
2310,5538513,1991602,672856,222369,71459,22900,7115,2349,733,223,76,14,6,1,0,0,0
2311,5534886,1990329,672855,222344,71500,22942,7100,2348,723,215,76,15,6,1,0,0,0
2312,5531811,1989107,672852,222166,71393,23018,7140,2342,745,232,79,14,6,2,0,0,0
2313,5528049,1988670,672304,222223,71536,23024,7064,2312,717,218,80,15,7,1,0,0,0
2314,5524435,1987425,672195,222127,71529,23082,7190,2387,761,236,81,13,7,2,0,0,0
2315,5522270,1986595,671620,221819,71219,23013,7147,2343,734,226,79,14,7,1,0,0,0
2316,5518156,1985505,671455,221900,71506,23077,7171,2360,735,228,80,13,6,1,0,0,0
2317,5514940,1984638,671308,221890,71304,23054,7181,2403,777,233,76,16,9,2,0,0,0
2318,5511400,1983592,671054,221993,71437,22971,7130,2377,748,232,84,14,6,1,0,0,0
2319,5509074,1982066,670611,221696,71322,23038,7140,2365,753,235,78,12,7,1,0,0,0
2320,5505293,1981550,670410,221834,71309,22953,7122,2351,725,224,76,15,7,2,0,0,0
2321,5502750,1979438,669810,221765,71495,23127,7146,2347,755,231,80,14,6,1,0,0,0
2322,5499369,1978769,669706,221774,71497,23043,7077,2368,753,231,81,15,6,1,0,0,0
2323,5496049,1978684,668959,221229,71314,22992,7098,2361,754,228,81,13,7,2,0,0,0
2324,5493547,1977070,668875,221290,71150,22938,7061,2329,739,227,83,15,7,1,0,0,0
2325,5490058,1976115,668847,220958,71110,22961,7095,2356,745,226,78,13,6,1,0,0,0
2326,5486074,1975412,668776,220924,71171,22985,7102,2379,755,226,77,12,7,2,0,0,0
2327,5482878,1974144,668099,221424,71261,22990,7109,2380,752,225,72,12,7,1,0,0,0
2328,5480570,1972404,667981,220989,71183,22883,7057,2356,734,218,75,15,7,1,0,0,0
2329,5476665,1971998,667883,221158,71078,22821,7067,2373,752,227,76,17,8,2,0,0,0
2330,5473346,1971207,667526,220790,70945,22914,7066,2346,736,219,65,13,7,1,0,0,0
2331,5471525,1969553,667040,220498,70893,22806,7091,2371,744,226,76,14,8,2,0,0,0
2332,5466869,1968671,666755,220894,71077,23001,7190,2383,753,240,78,13,6,2,0,0,0
2333,5463891,1967811,666533,220515,71078,22953,7156,2377,769,239,78,13,6,1,0,0,0
2334,5461079,1966814,665810,220313,71041,23051,7121,2366,755,228,69,13,7,2,0,0,0
2335,5458016,1965500,665646,220352,70987,22948,7104,2363,753,229,72,15,7,2,0,0,0
2336,5454229,1965035,665346,220293,71007,22923,7106,2369,756,230,78,14,5,1,0,0,0
2337,5451248,1963927,664870,219867,70989,22976,7165,2422,758,240,82,15,8,2,0,0,0
2338,5447045,1963092,664803,220247,71101,23091,7188,2410,772,241,86,16,8,2,0,0,0
2339,5445211,1961230,664138,220142,70884,22926,7094,2411,775,236,77,13,7,1,0,0,0
2340,5441578,1960896,664254,219879,70866,22815,7083,2368,742,227,68,13,7,2,0,0,0
2341,5438388,1959364,663852,219963,70883,22826,7062,2372,759,242,80,14,8,2,0,0,0
2342,5435434,1958668,663635,219658,70578,22872,7140,2365,784,247,77,14,8,1,0,0,0
2343,5432135,1956982,663073,219997,70797,22874,7142,2384,754,243,82,17,9,2,0,0,0
2344,5428058,1957213,663060,219616,70723,22842,7084,2379,776,251,83,14,7,2,0,0,0
2345,5425508,1955152,663004,219496,70676,22829,7072,2345,743,230,77,13,7,1,0,0,0
2346,5422817,1954171,662338,219423,70624,22804,7053,2367,758,239,74,12,6,1,0,0,0
2347,5418860,1953608,662370,218991,70563,22830,7095,2362,776,244,78,14,8,2,0,0,0
2348,5416660,1951728,661675,219137,70633,22834,7127,2389,763,234,70,11,5,1,0,0,0
2349,5413050,1950589,661685,218956,70720,22823,7116,2393,771,236,74,15,7,1,0,0,0
2350,5408774,1950240,661466,219157,70700,22869,7148,2380,780,235,77,15,6,2,0,0,0
2351,5406413,1949421,660501,218947,70564,22722,7041,2363,764,228,72,13,7,1,0,0,0
2352,5402942,1947939,660767,218940,70531,22760,7117,2346,760,230,76,14,7,1,0,0,0
2353,5400362,1946629,659797,218811,70669,22806,7107,2364,779,235,80,16,8,2,0,0,0
2354,5396470,1945908,660232,218504,70564,22787,7091,2370,769,227,74,11,5,1,0,0,0
2355,5393319,1944701,659785,218618,70529,22791,7083,2348,752,233,76,16,7,1,0,0,0
2356,5390767,1943816,659015,218298,70489,22761,7013,2348,762,230,72,16,8,2,0,0,0
2357,5386406,1942533,658944,218854,70781,22833,7042,2350,765,233,75,13,8,3,0,0,0
2358,5383300,1942018,658606,218422,70584,22741,7059,2363,756,233,77,13,7,3,0,0,0
2359,5380096,1940555,658818,218163,70481,22748,7070,2374,767,231,76,16,9,3,0,0,0
2360,5377025,1939985,658349,218165,70202,22611,7028,2339,744,227,72,12,6,2,0,0,0
2361,5373868,1938663,657616,217962,70548,22836,7095,2319,741,221,69,13,7,2,0,0,0
2362,5371051,1937753,657317,217694,70321,22720,7035,2343,775,236,79,17,8,4,0,0,0
2363,5367317,1936564,657373,218001,70267,22615,6965,2328,744,224,71,18,9,4,0,0,0
2364,5363655,1935551,656939,217832,70536,22866,7096,2377,765,231,72,14,5,2,0,0,0
2365,5360543,1934750,656789,217544,70252,22684,7024,2357,758,228,73,16,6,2,0,0,0
2366,5357572,1933222,656128,217912,70376,22762,7088,2367,770,234,72,16,7,3,0,0,0
2367,5354643,1931919,656268,217293,70154,22735,7077,2367,764,228,68,15,6,2,0,0,0
2368,5350983,1931338,655582,217582,70307,22808,7070,2355,764,231,72,16,6,3,0,0,0
2369,5347432,1930186,655566,217442,70337,22700,6986,2326,731,228,74,17,9,4,0,0,0
2370,5343205,1929133,655776,217757,70410,22808,7093,2369,750,220,70,14,5,2,0,0,0
2371,5341237,1928101,654703,217222,70243,22632,6982,2332,743,223,79,18,6,2,0,0,0
2372,5338205,1926857,654088,217092,70529,22776,7068,2368,764,237,79,18,7,3,0,0,0
2373,5334686,1926074,653838,216953,70314,22707,7059,2363,760,218,68,17,7,3,0,0,0
2374,5332155,1924370,653424,217134,70221,22748,7080,2364,740,224,71,17,6,3,0,0,0
2375,5328299,1923916,653568,216811,69986,22642,7003,2344,769,227,68,16,7,3,0,0,0
2376,5324958,1923380,652812,216596,70071,22655,7076,2374,760,231,70,16,7,3,0,0,0
2377,5321762,1921627,652649,216872,70186,22694,7017,2369,752,226,71,18,6,2,0,0,0
2378,5318033,1920403,652705,216955,70074,22712,7088,2382,769,231,70,16,7,2,0,0,0
2379,5315433,1920088,651995,216330,69832,22643,7057,2369,766,233,73,15,7,3,0,0,0
2380,5311754,1918678,651579,216484,70174,22684,7051,2374,757,232,72,20,9,4,0,0,0
2381,5308817,1917472,651435,216505,69988,22635,7076,2391,755,233,75,18,8,3,0,0,0
2382,5305257,1916157,650993,216391,70088,22819,7100,2400,753,225,71,18,8,3,0,0,0
2383,5301752,1915343,650864,216471,70121,22726,7068,2374,767,231,71,17,7,3,0,0,0
2384,5298504,1914111,650477,216342,70114,22724,7067,2372,772,225,68,17,8,2,0,0,0
2385,5296002,1912577,650064,216098,70057,22788,7096,2424,775,231,70,16,6,2,0,0,0
2386,5292292,1912620,649761,215666,69823,22670,7067,2392,773,233,72,19,8,3,0,0,0
2387,5289276,1910998,649512,215697,69814,22740,7080,2379,760,229,73,16,7,3,0,0,0
2388,5286385,1909728,649220,215762,69868,22576,7042,2365,736,219,69,15,7,3,0,0,0
2389,5283368,1908480,648876,215489,69671,22594,7032,2350,768,233,64,14,6,3,0,0,0
2390,5279122,1908409,648626,215534,69748,22580,7035,2338,740,229,69,15,8,4,0,0,0
2391,5276010,1907135,648046,215385,69815,22559,7017,2346,740,225,64,13,5,2,0,0,0
2392,5273314,1905991,647661,215144,69682,22570,7028,2348,755,222,66,13,5,2,0,0,0
2393,5269635,1904388,647591,215271,69873,22663,7103,2378,746,223,66,14,7,2,0,0,0
2394,5265640,1903825,647333,215368,69907,22687,7031,2316,713,219,68,15,6,3,0,0,0
2395,5262722,1903041,647306,214838,69651,22606,7014,2314,736,235,68,18,7,3,0,0,0
2396,5259498,1901350,646937,215148,69620,22507,6995,2348,736,217,67,15,7,3,0,0,0
2397,5256279,1900580,646286,215015,69640,22592,7057,2399,760,227,69,19,8,4,0,0,0
2398,5252640,1899380,646124,215005,69659,22624,7073,2356,749,222,68,16,8,4,0,0,0
2399,5249704,1898230,645832,214799,69493,22631,7083,2381,765,228,61,17,6,2,0,0,0
2400,5247460,1897126,645230,214326,69477,22479,7033,2359,740,218,61,13,5,2,0,0,0
2401,5243548,1895838,644894,214738,69537,22561,6994,2350,741,223,66,15,7,3,0,0,0
2402,5240426,1895149,644543,214418,69580,22507,6987,2323,735,226,67,17,6,2,0,0,0
2403,5237079,1893808,644184,214362,69556,22510,6994,2345,756,224,61,13,5,2,0,0,0
2404,5233584,1893136,644078,214110,69452,22527,6958,2347,746,217,64,19,8,3,0,0,0
2405,5230396,1892128,643415,214174,69466,22530,6995,2332,757,216,66,16,7,4,0,0,0
2406,5227358,1890761,642914,214030,69461,22519,7026,2351,751,230,71,16,7,3,0,0,0
2407,5223550,1889754,643003,214143,69417,22583,7059,2364,757,230,67,16,7,3,0,0,0
2408,5219744,1889476,642563,213734,69383,22519,7041,2352,752,224,65,14,5,2,0,0,0
2409,5216798,1887819,642445,213676,69274,22553,7102,2391,788,239,69,18,7,3,0,0,0
2410,5214342,1885893,642258,213784,69295,22471,7019,2363,757,216,60,13,5,2,0,0,0
2411,5210214,1885206,642109,213579,69296,22512,7021,2380,765,226,66,16,6,2,0,0,0
2412,5206949,1884606,641579,213481,69261,22556,6992,2335,761,226,66,16,6,2,0,0,0
2413,5204235,1882901,641020,213413,69278,22566,7023,2367,744,219,61,15,7,3,0,0,0
2414,5202326,1881750,640012,212888,69109,22520,7010,2363,749,221,64,13,5,2,0,0,0
2415,5197809,1881347,640403,212996,68996,22434,7043,2347,761,226,70,16,7,3,0,0,0
2416,5194666,1879709,639676,212922,69214,22539,7066,2370,753,219,66,17,6,3,0,0,0
2417,5191248,1878465,639644,213160,69213,22536,7006,2326,731,220,61,15,8,4,0,0,0
2418,5187370,1878311,639308,212823,69239,22425,6968,2352,735,219,57,16,7,3,0,0,0
2419,5184343,1876917,638909,212780,68996,22413,7030,2360,750,218,60,14,6,3,0,0,0
2420,5181425,1875913,638661,212584,68930,22333,6982,2333,743,224,59,16,7,2,0,0,0
2421,5177857,1874483,638459,212551,69025,22454,7009,2329,741,218,59,14,6,3,0,0,0
2422,5174037,1873857,638367,212548,68886,22344,6954,2324,737,220,58,13,6,2,0,0,0
2423,5172162,1872026,637281,212237,69008,22491,7115,2380,749,225,61,15,5,2,0,0,0
2424,5167348,1871416,637194,212558,69140,22528,7038,2344,737,212,54,10,4,2,0,0,0
2425,5165013,1869500,637100,212254,69034,22494,7056,2364,755,220,62,17,7,3,0,0,0
2426,5161995,1868380,636733,212319,68945,22422,7043,2331,740,216,54,10,4,2,0,0,0
2427,5157468,1868268,636851,211853,68755,22386,6997,2352,752,223,58,16,6,2,0,0,0
2428,5155237,1867130,635925,211765,68704,22325,6968,2321,720,210,52,11,4,2,0,0,0
2429,5151656,1865754,635601,211936,68864,22404,7010,2311,737,221,55,13,6,4,0,0,0
2430,5147626,1864779,635607,211745,68843,22417,7016,2355,748,233,63,18,8,4,0,0,0
2431,5143619,1863881,635696,211868,68939,22453,7007,2335,745,219,56,14,5,3,0,0,0
2432,5141302,1861922,635221,211872,68794,22388,7035,2368,739,217,66,16,7,3,0,0,0
2433,5137988,1861092,634664,211574,68797,22393,7015,2351,733,218,59,14,6,4,0,0,0
2434,5134703,1860675,634263,211165,68725,22413,6971,2319,729,225,62,16,6,4,0,0,0
2435,5132826,1858851,633255,211248,68557,22274,6963,2321,720,226,61,16,7,3,0,0,0
2436,5128155,1857647,633753,211414,68744,22309,6973,2319,725,214,53,12,4,2,0,0,0
2437,5124719,1857141,633256,211209,68748,22333,6947,2311,720,218,57,15,6,2,0,0,0
2438,5121987,1855182,633011,211132,68688,22373,6951,2340,736,227,58,15,5,3,0,0,0
2439,5118638,1854803,632724,210716,68400,22219,6885,2319,715,210,61,14,4,2,0,0,0
2440,5115329,1853722,632377,210609,68462,22255,6936,2317,741,226,61,15,6,2,0,0,0
2441,5112030,1852806,631683,210481,68469,22305,6955,2321,737,221,60,14,4,2,0,0,0
2442,5108103,1852044,631594,210532,68371,22192,6908,2291,722,223,61,15,7,3,0,0,0
2443,5105005,1850129,631644,210670,68502,22203,6936,2292,725,216,61,14,5,3,0,0,0
2444,5101621,1849355,631060,210641,68269,22213,6938,2316,748,226,61,15,4,2,0,0,0
2445,5098163,1848474,630917,210292,68131,22130,6931,2305,746,229,55,13,5,2,0,0,0
2446,5095118,1846835,630441,210428,68437,22211,6929,2304,729,214,56,14,4,2,0,0,0
2447,5092067,1846284,629994,209931,68230,22181,6868,2278,727,212,53,15,7,3,0,0,0
2448,5087755,1845017,629820,210032,68409,22322,6990,2311,739,217,56,16,4,2,0,0,0
2449,5084305,1843746,629746,210183,68474,22282,6949,2307,726,216,56,13,5,2,0,0,0
2450,5081841,1842657,629157,209949,68197,22187,6942,2304,717,207,54,12,5,2,0,0,0
2451,5078530,1841921,628544,209623,68005,22133,6930,2305,716,212,55,15,5,3,0,0,0
2452,5075043,1840856,628336,209522,68140,22217,6899,2256,710,211,54,14,6,3,0,0,0
2453,5072462,1839484,627710,209384,68058,22219,6933,2287,739,218,56,15,6,3,0,0,0
2454,5068363,1837582,628017,209733,68240,22205,6917,2290,729,217,60,17,6,3,0,0,0
2455,5065158,1838115,626983,208978,67947,22092,6901,2309,721,212,57,14,6,3,0,0,0
2456,5061858,1836385,626858,209102,68204,22154,6910,2310,727,205,53,16,7,4,0,0,0
2457,5058935,1835275,626453,208899,67893,22088,6884,2306,731,218,55,15,6,4,0,0,0
2458,5054640,1834288,626335,209028,68086,22120,6912,2276,711,218,56,15,6,3,0,0,0
2459,5052001,1833028,625801,208721,67969,22194,6929,2307,737,219,54,14,5,3,0,0,0
2460,5048206,1832011,625498,208963,68102,22157,6909,2286,719,217,54,15,5,3,0,0,0
2461,5044916,1830562,625603,208636,67814,22082,6936,2307,742,224,61,15,8,4,0,0,0
2462,5041483,1829278,625061,208831,68004,22150,6965,2335,740,212,56,16,6,4,0,0,0
2463,5038600,1828510,624344,208600,68083,22078,6882,2297,718,217,60,17,7,3,0,0,0
2464,5035779,1827112,624005,208214,67867,22082,6905,2298,725,223,60,16,5,3,0,0,0
2465,5032187,1826342,623514,208082,67796,22067,6930,2315,742,213,59,14,6,3,0,0,0
2466,5028608,1825176,623802,208024,67691,22028,6875,2287,735,218,63,17,7,4,0,0,0
2467,5025837,1824042,623231,207755,67676,21996,6860,2284,713,206,55,14,6,4,0,0,0
2468,5022368,1822460,622893,207794,67665,22038,6894,2309,720,220,59,14,5,3,0,0,0
2469,5017925,1822341,622618,208006,67581,21942,6869,2310,734,217,58,15,6,3,0,0,0
2470,5015640,1820459,621923,207834,67702,22112,6890,2291,731,215,57,15,6,3,0,0,0
2471,5012027,1819293,621799,207759,67663,22078,6923,2272,720,211,56,14,7,4,0,0,0
2472,5007959,1818520,621823,207656,67608,22007,6879,2223,710,214,61,15,7,4,0,0,0
2473,5005176,1817404,620835,207491,67657,22086,6954,2305,723,216,60,14,5,3,0,0,0
2474,5001556,1816131,620571,207784,67769,22079,6957,2290,724,223,60,14,7,3,0,0,0
2475,4998653,1814698,620425,207329,67567,22076,6901,2295,730,216,62,15,5,3,0,0,0
2476,4994605,1813519,620374,207386,67713,22067,6944,2307,734,216,58,16,7,4,0,0,0
2477,4991658,1813294,619748,206887,67391,22011,6901,2281,716,209,58,15,7,4,0,0,0
2478,4989433,1811130,619280,207034,67362,21885,6917,2309,717,211,60,15,5,3,0,0,0
2479,4984839,1810375,619010,207204,67479,22019,6926,2298,696,205,54,13,4,2,0,0,0
2480,4981256,1809068,618675,207200,67557,22120,6979,2311,708,210,57,13,5,2,0,0,0
2481,4977566,1808690,618797,206710,67285,22040,6961,2308,727,210,62,16,5,2,0,0,0
2482,4975414,1806799,617993,206699,67277,22029,6929,2325,727,227,66,16,5,3,0,0,0
2483,4971396,1805768,617924,206778,67282,21901,6907,2289,718,222,61,16,7,3,0,0,0
2484,4968408,1805340,617202,206342,67144,21866,6791,2233,698,213,62,16,4,2,0,0,0
2485,4965061,1803716,617026,206261,67329,22032,6878,2239,701,202,60,14,5,2,0,0,0
2486,4961491,1802713,616721,206360,67225,21899,6922,2298,726,218,63,16,5,2,0,0,0
2487,4958861,1801674,615777,205828,67174,21921,6910,2272,705,211,60,18,6,3,0,0,0
2488,4954821,1800205,616252,205986,67067,21863,6893,2312,714,226,64,17,6,3,0,0,0
2489,4951373,1799374,615725,206093,66985,21891,6883,2272,716,220,64,17,6,2,0,0,0
2490,4948974,1797982,615123,205698,66982,21874,6882,2273,718,219,62,14,4,2,0,0,0
2491,4944981,1797483,614409,205593,67127,21841,6878,2263,703,208,60,14,6,2,0,0,0
2492,4941620,1795966,614247,205511,67094,21935,6870,2265,690,210,57,14,4,2,0,0,0
2493,4938394,1794372,614339,205597,66986,21870,6846,2276,695,207,59,14,6,3,0,0,0
2494,4934975,1793143,614207,205537,67050,21812,6826,2266,714,224,63,14,6,3,0,0,0
2495,4930686,1792292,614154,205570,67027,21853,6854,2276,707,217,59,14,5,2,0,0,0
2496,4927900,1791356,613145,205102,66896,21883,6884,2305,717,215,62,15,5,3,0,0,0
2497,4924284,1790299,612870,205188,66897,21939,6879,2282,711,219,60,17,7,3,0,0,0
2498,4921473,1789370,612658,204724,66764,21756,6822,2263,699,212,57,13,5,3,0,0,0
2499,4917921,1787777,612176,204835,66941,21933,6913,2326,738,221,58,15,6,4,0,0,0
2500,4913995,1786957,611867,204792,66829,21959,6893,2299,730,212,63,17,7,4,0,0,0
2501,4910720,1785796,611420,204861,66748,21924,6858,2262,704,215,64,14,5,3,0,0,0
2502,4907864,1784844,610989,204447,66671,21815,6858,2268,702,207,58,14,5,3,0,0,0
2503,4904468,1783059,611183,204519,66674,21841,6872,2275,708,209,60,17,5,2,0,0,0
2504,4901272,1782243,610470,204376,66526,21720,6867,2291,718,211,59,13,4,2,0,0,0
2505,4897366,1780770,610536,204302,66606,21750,6862,2307,732,214,62,16,5,3,0,0,0
2506,4893740,1780192,610026,203970,66718,21856,6839,2284,711,203,57,14,6,3,0,0,0
2507,4890689,1779384,609170,203929,66657,21811,6820,2284,716,213,60,14,5,2,0,0,0
2508,4888069,1777884,608850,203933,66357,21726,6841,2262,687,199,58,13,4,2,0,0,0
2509,4883875,1776973,608744,203977,66430,21685,6790,2229,690,207,55,15,5,2,0,0,0
2510,4880287,1775345,608489,203930,66562,21745,6840,2274,700,202,47,13,5,2,0,0,0
2511,4877680,1774099,607695,203626,66438,21818,6893,2279,732,222,58,15,5,3,0,0,0
2512,4873274,1773387,607797,203713,66561,21741,6890,2305,717,218,56,15,5,3,0,0,0
2513,4870581,1772259,607228,203345,66491,21790,6841,2252,701,221,62,18,6,3,0,0,0
2514,4867003,1770999,606899,203414,66423,21704,6834,2280,730,216,59,14,5,3,0,0,0
2515,4863388,1770302,606809,203049,66244,21574,6763,2226,700,205,56,16,5,3,0,0,0
2516,4859926,1768755,606738,203011,66254,21642,6837,2256,709,215,59,15,6,3,0,0,0
2517,4857039,1767971,605865,202719,66180,21659,6846,2250,710,211,58,14,5,3,0,0,0
2518,4853794,1766319,605696,202765,66254,21720,6805,2258,718,217,61,15,5,3,0,0,0
2519,4850647,1765169,605201,202541,66136,21725,6824,2248,706,207,57,16,6,3,0,0,0
2520,4847238,1764109,604384,202619,66140,21684,6815,2251,711,214,60,12,4,2,0,0,0
2521,4843014,1762820,604211,202913,66374,21732,6858,2266,722,218,59,15,5,2,0,0,0
2522,4840196,1761520,604270,202521,66235,21598,6724,2223,713,218,58,14,5,2,0,0,0
2523,4836928,1760887,603604,202254,66071,21579,6817,2241,708,209,60,16,5,2,0,0,0
2524,4833434,1759516,603301,202217,66139,21687,6793,2263,720,228,66,16,5,3,0,0,0
2525,4830083,1757979,602962,202271,66045,21644,6845,2258,728,232,68,18,8,4,0,0,0
2526,4826244,1757732,602437,202127,65811,21548,6759,2233,713,216,63,17,7,4,0,0,0
2527,4822884,1756327,602085,202161,66071,21497,6745,2230,694,208,58,14,6,3,0,0,0
2528,4818940,1755159,602015,202050,66170,21693,6792,2229,701,216,62,16,5,3,0,0,0
2529,4815830,1753907,602058,201976,65888,21502,6751,2212,697,213,60,15,6,2,0,0,0
2530,4813155,1752442,601205,201687,65975,21552,6768,2253,710,221,58,13,4,2,0,0,0
2531,4809512,1751868,600831,201190,65790,21518,6802,2269,717,221,59,15,6,3,0,0,0
2532,4806341,1750193,600337,201422,65828,21513,6726,2215,712,216,61,16,6,3,0,0,0
2533,4803157,1749416,599780,200960,65782,21558,6735,2247,712,207,62,16,6,3,0,0,0
2534,4798910,1748369,599733,201270,65768,21579,6798,2260,716,209,60,13,4,2,0,0,0
2535,4795678,1747605,599123,200987,65722,21592,6781,2240,707,215,61,16,7,3,0,0,0
2536,4792898,1745420,598853,201289,65683,21511,6804,2237,704,212,63,16,6,3,0,0,0
2537,4789155,1744803,598539,201004,65532,21443,6741,2241,714,207,54,13,5,3,0,0,0
2538,4785427,1743379,598558,200769,65626,21428,6789,2230,705,215,62,14,4,2,0,0,0
2539,4780929,1742635,598291,201051,65642,21552,6809,2267,714,212,58,15,6,3,0,0,0
2540,4778483,1741336,597612,200612,65615,21516,6789,2229,715,221,60,17,6,3,0,0,0
2541,4775249,1740284,597176,200420,65523,21546,6804,2255,706,203,53,15,5,3,0,0,0
2542,4772209,1739075,596669,200325,65447,21538,6767,2236,715,204,56,17,6,2,0,0,0
2543,4768949,1737814,596324,200072,65445,21489,6745,2232,721,220,67,17,6,3,0,0,0
2544,4765652,1737234,595834,199723,65170,21349,6723,2205,692,197,57,13,6,3,0,0,0
2545,4762244,1734829,595582,200089,65365,21496,6766,2234,708,219,56,15,5,3,0,0,0
2546,4758635,1733793,595745,199900,65246,21417,6706,2207,692,205,52,15,7,3,0,0,0
2547,4754762,1733111,595196,199881,65290,21405,6750,2212,710,227,64,15,5,3,0,0,0
2548,4751263,1732357,594627,199779,65253,21380,6726,2230,718,215,63,16,6,3,0,0,0
2549,4748112,1731025,594474,199625,65155,21335,6702,2207,703,215,60,16,6,3,0,0,0
2550,4745160,1729186,594269,199464,65103,21312,6767,2234,709,217,59,16,5,2,0,0,0
2551,4741485,1728489,593784,199256,65041,21328,6685,2186,711,210,60,13,5,3,0,0,0
2552,4737430,1726983,593415,199708,65160,21333,6766,2215,705,208,63,14,5,3,0,0,0
2553,4734102,1726582,592902,198964,65075,21293,6739,2216,731,217,58,16,7,3,0,0,0
2554,4731261,1724406,592140,199399,65228,21417,6813,2226,711,212,58,14,4,2,0,0,0
2555,4727849,1722928,592222,199196,65213,21432,6788,2235,712,213,61,16,6,3,0,0,0
2556,4724531,1722523,591810,198780,64914,21346,6704,2221,724,218,61,14,5,3,0,0,0
2557,4722341,1720778,590858,198694,64940,21311,6728,2205,681,208,60,17,7,3,0,0,0
2558,4717755,1720422,591162,198524,64728,21212,6683,2187,694,208,56,13,4,2,0,0,0
2559,4714226,1719081,590553,198439,64821,21286,6743,2246,716,210,58,14,5,3,0,0,0
2560,4710895,1717892,590173,198285,64755,21269,6688,2192,701,213,63,17,6,3,0,0,0
2561,4707612,1716334,589777,198261,64771,21248,6728,2231,726,223,61,16,5,2,0,0,0
2562,4703522,1715491,589392,198260,64923,21348,6748,2254,715,217,64,15,5,2,0,0,0
2563,4700287,1714327,589164,198173,64751,21318,6714,2191,705,209,56,13,4,2,0,0,0
2564,4696619,1713324,588911,198075,64800,21243,6721,2182,701,208,58,17,7,3,0,0,0
2565,4693608,1711931,588619,197975,64646,21188,6654,2199,702,209,60,18,7,4,0,0,0
2566,4690456,1710876,587877,197828,64641,21212,6671,2201,707,214,58,17,7,4,0,0,0
2567,4685950,1710094,587918,197808,64666,21272,6667,2176,690,208,63,17,6,4,0,0,0
2568,4682279,1708709,587582,197700,64785,21301,6720,2230,702,202,54,17,5,2,0,0,0
2569,4679720,1707064,587035,197418,64702,21252,6673,2202,696,199,54,15,5,2,0,0,0
2570,4676075,1706270,586626,197503,64476,21116,6616,2194,693,183,46,13,4,2,0,0,0
2571,4672833,1705021,586200,197297,64497,21127,6626,2169,699,202,56,16,5,2,0,0,0
2572,4669475,1704137,585418,196985,64571,21187,6692,2206,706,215,62,16,6,3,0,0,0
2573,4666231,1702616,585580,196819,64408,21134,6636,2193,693,206,62,19,6,3,0,0,0
2574,4662893,1701543,584849,196833,64447,21114,6670,2201,694,206,57,14,5,3,0,0,0
2575,4659842,1699687,584430,196889,64501,21242,6675,2207,692,207,56,14,5,3,0,0,0
2576,4655757,1699210,584187,196670,64466,21224,6681,2190,688,201,65,18,7,3,0,0,0
2577,4652308,1698016,583799,196779,64325,21145,6632,2178,697,207,59,13,4,2,0,0,0
2578,4648923,1696623,583701,196288,64385,21203,6643,2183,680,197,59,18,6,3,0,0,0
2579,4645269,1695519,583471,196299,64232,21115,6621,2160,686,208,57,15,5,3,0,0,0
2580,4641393,1694397,583138,196264,64308,21087,6630,2197,699,207,62,17,5,2,0,0,0
